Season,team,Games_L,Games_W,PointsScored_L,PointsScored_W,PointsAllowed_L,PointsAllowed_W,Margin_L,Margin_W
1994,1207,11,16,730,1185,818,937,-88,248
1994,1208,16,14,1173,1223,1336,970,-163,253
1994,1209,14,12,937,962,1080,805,-143,157
1994,1210,12,16,832,1300,944,1110,-112,190
1994,1211,7,19,518,1602,570,1335,-52,267
1994,1212,18,5,1303,497,1590,451,-287,46
1994,1216,12,16,774,1365,939,1137,-165,228
1994,1217,17,8,1104,598,1269,525,-165,73
1994,1218,14,18,923,1376,1156,1212,-233,164
1994,1220,20,9,1260,708,1565,660,-305,48
1994,1221,14,14,1072,1271,1291,1168,-219,103
1994,1222,19,8,1415,659,1646,577,-231,82
1994,1224,17,8,1136,650,1353,536,-217,114
1994,1225,10,15,684,1121,753,981,-69,140
1994,1226,9,15,655,1269,734,1131,-79,138
1994,1227,9,19,648,1702,732,1427,-84,275
1994,1228,10,17,733,1543,811,1200,-78,343
1994,1229,11,16,795,1196,900,1000,-105,196
1994,1231,8,19,590,1619,705,1400,-115,219
1994,1232,22,4,1312,327,1638,296,-326,31
1994,1233,20,7,1491,534,1757,468,-266,66
1994,1234,16,11,1258,996,1395,812,-137,184
1994,1235,13,13,992,1198,1115,871,-123,327
1994,1238,10,18,720,1503,803,1257,-83,246
1994,1239,11,17,768,1406,897,1200,-129,206
1994,1241,9,20,703,1733,809,1517,-106,216
1994,1242,7,24,478,2008,529,1581,-51,427
1994,1243,12,17,731,1261,895,1059,-164,202
1994,1245,14,13,854,938,1059,768,-205,170
1994,1246,6,26,469,2335,507,1885,-38,450
1994,1247,16,10,1090,773,1270,691,-180,82
1994,1248,19,8,1394,648,1651,555,-257,93
1994,1249,17,8,1206,626,1400,547,-194,79
1994,1250,17,9,1266,751,1510,699,-244,52
1994,1251,11,16,732,1203,846,1059,-114,144
1994,1253,10,15,687,1301,838,1135,-151,166
1994,1254,24,3,1704,258,2170,235,-466,23
1994,1256,25,1,1489,66,1994,62,-505,4
1994,1257,5,26,346,2182,378,1766,-32,416
1994,1258,21,6,1629,503,1961,460,-332,43
1994,1259,12,17,905,1400,1057,1223,-152,177
1994,1260,19,7,1235,528,1525,457,-290,71
1994,1261,16,11,1203,958,1393,802,-190,156
1994,1263,9,20,619,1795,740,1542,-121,253
1994,1264,10,19,630,1558,718,1208,-88,350
1994,1265,13,14,908,1204,1034,1051,-126,153
1994,1266,8,21,492,1515,572,1215,-80,300
1994,1267,18,7,1262,558,1573,499,-311,59
1994,1268,11,16,793,1366,877,1089,-84,277
1994,1269,6,27,435,2074,465,1687,-30,387
1994,1270,16,9,1065,672,1257,563,-192,109
1994,1271,12,13,790,1002,961,865,-171,137
1994,1272,16,13,1029,1061,1232,873,-203,188
1994,1273,24,3,1526,218,1938,186,-412,32
1994,1274,20,7,1135,555,1518,391,-383,164
1994,1275,10,18,679,1436,784,1157,-105,279
1994,1276,7,21,533,1713,607,1459,-74,254
1994,1277,11,19,744,1524,833,1276,-89,248
1994,1278,11,20,775,1705,883,1309,-108,396
1994,1279,13,11,814,888,1065,749,-251,139
1994,1280,10,17,678,1345,791,1129,-113,216
1994,1281,3,24,232,1937,295,1671,-63,266
1994,1282,17,11,1093,901,1318,796,-225,105
1994,1283,15,12,896,794,1069,621,-173,173
1994,1284,11,18,697,1509,838,1347,-141,162
1994,1285,9,15,652,1174,713,948,-61,226
1994,1286,11,13,773,1108,926,920,-153,188
1994,1287,14,12,1073,1048,1304,958,-231,90
1994,1288,20,8,1383,610,1649,573,-266,37
1994,1290,16,8,1214,742,1491,636,-277,106
1994,1291,14,14,1038,1195,1184,1019,-146,176
1994,1292,19,7,1267,570,1513,481,-246,89
1994,1293,5,20,391,1861,435,1584,-44,277
1994,1296,17,9,1170,709,1310,564,-140,145
1994,1298,12,16,805,1318,923,1145,-118,173
1994,1299,12,15,812,1217,971,1106,-159,111
1994,1301,19,11,1231,830,1540,699,-309,131
1994,1302,11,14,832,1200,992,1024,-160,176
1994,1304,9,20,743,1797,810,1519,-67,278
1994,1305,17,10,1191,785,1404,709,-213,76
1994,1306,13,15,880,1158,1042,1017,-162,141
1994,1307,7,21,498,1674,539,1380,-41,294
1994,1308,7,21,514,1719,549,1475,-35,244
1994,1309,9,18,599,1309,650,1109,-51,200
1994,1310,21,6,1332,454,1648,422,-316,32
1994,1311,9,17,715,1537,777,1338,-62,199
1994,1314,6,27,451,2402,502,1905,-51,497
1994,1317,15,14,1013,1074,1171,925,-158,149
1994,1318,22,4,1475,345,1731,308,-256,37
1994,1319,12,10,903,828,1034,734,-131,94
1994,1320,13,15,895,1210,1012,1007,-117,203
1994,1321,13,13,877,1057,1003,875,-126,182
1994,1322,15,7,1216,625,1373,549,-157,76
1994,1323,17,11,1164,820,1349,702,-185,118
1994,1325,7,23,503,1930,571,1500,-68,430
1994,1326,16,12,1163,957,1341,787,-178,170
1994,1328,12,15,985,1395,1130,1223,-145,172
1994,1329,9,21,634,1771,683,1433,-49,338
1994,1330,9,20,703,1741,746,1418,-43,323
1994,1331,21,6,1448,497,1799,422,-351,75
1994,1332,17,8,1228,637,1392,583,-164,54
1994,1333,20,6,1323,468,1643,414,-320,54
1994,1334,14,15,1010,1274,1133,1082,-123,192
1994,1335,2,23,145,1732,159,1417,-14,315
1994,1336,14,13,895,1000,1091,829,-196,171
1994,1337,10,17,617,1313,685,1056,-68,257
1994,1338,14,13,1019,1088,1152,876,-133,212
1994,1339,17,10,1252,848,1482,733,-230,115
1994,1341,22,2,1571,178,2192,169,-621,9
1994,1343,8,16,413,1082,489,778,-76,304
1994,1344,9,20,665,1644,718,1305,-53,339
1994,1345,4,26,279,2268,291,1906,-12,362
1994,1347,8,17,530,1360,604,1134,-74,226
1994,1348,16,11,1015,913,1191,784,-176,129
1994,1349,14,15,962,1212,1097,1044,-135,168
1994,1350,14,14,990,1137,1108,953,-118,184
1994,1351,8,21,511,1723,623,1431,-112,292
1994,1352,14,14,907,1063,1107,902,-200,161
1994,1353,16,11,984,847,1215,742,-231,105
1994,1354,13,14,913,1025,1063,899,-150,126
1994,1356,6,22,420,1777,480,1508,-60,269
1994,1358,19,7,1140,574,1431,518,-291,56
1994,1359,18,8,1058,602,1219,510,-161,92
1994,1360,11,16,731,1341,832,1178,-101,163
1994,1361,16,10,1089,785,1305,721,-216,64
1994,1362,11,15,891,1416,1004,1178,-113,238
1994,1363,12,15,744,1205,843,1083,-99,122
1994,1364,17,12,1048,894,1259,785,-211,109
1994,1365,14,11,936,851,1044,689,-108,162
1994,1368,17,8,1234,593,1532,521,-298,72
1994,1369,17,9,1253,889,1513,726,-260,163
1994,1371,12,17,762,1224,896,992,-134,232
1994,1372,18,8,1199,582,1401,536,-202,46
1994,1373,7,21,523,1729,601,1411,-78,318
1994,1374,21,6,1467,426,1735,391,-268,35
1994,1375,14,13,906,1084,1068,937,-162,147
1994,1376,19,9,1353,714,1555,631,-202,83
1994,1378,17,10,1020,732,1250,641,-230,91
1994,1379,14,15,1038,1183,1103,1015,-65,168
1994,1380,11,12,890,1279,1010,1052,-120,227
1994,1381,11,12,774,951,870,812,-96,139
1994,1382,17,10,1131,767,1354,695,-223,72
1994,1383,26,1,1805,78,2223,67,-418,11
1994,1384,15,13,1035,1078,1185,900,-150,178
1994,1385,17,12,1169,957,1339,760,-170,197
1994,1386,14,14,948,1089,1107,909,-159,180
1994,1387,5,22,334,1840,380,1516,-46,324
1994,1388,14,11,1018,900,1155,781,-137,119
1994,1389,13,14,804,1058,965,912,-161,146
1994,1390,10,16,696,1250,799,1060,-103,190
1994,1391,15,13,972,922,1188,805,-216,117
1994,1393,6,21,426,1847,476,1534,-50,313
1994,1395,20,7,1397,590,1671,502,-274,88
1994,1396,7,22,380,1478,420,1171,-40,307
1994,1397,22,5,1483,425,1725,357,-242,68
1994,1398,11,17,761,1412,858,1221,-97,191
1994,1399,21,7,1692,586,2032,509,-340,77
1994,1400,7,25,568,2383,640,1926,-72,457
1994,1401,10,19,664,1544,764,1357,-100,187
1994,1402,6,22,420,1633,468,1357,-48,276
1994,1403,11,17,859,1477,955,1282,-96,195
1994,1404,22,3,1565,267,1917,237,-352,30
1994,1405,11,15,764,1148,853,983,-89,165
1994,1406,9,21,598,1605,790,1454,-192,151
1994,1407,14,11,1285,1115,1518,1018,-233,97
1994,1408,10,17,697,1437,793,1089,-96,348
1994,1409,7,20,498,1682,548,1372,-50,310
1994,1410,12,14,824,1078,954,933,-130,145
1994,1411,10,15,719,1307,883,1091,-164,216
1994,1412,7,22,435,1661,461,1294,-26,367
1994,1414,20,9,1533,741,1769,653,-236,88
1994,1416,8,19,562,1615,646,1456,-84,159
1994,1417,6,21,453,1855,519,1512,-66,343
1994,1418,7,21,524,1673,574,1406,-50,267
1994,1419,9,18,658,1542,738,1374,-80,168
1994,1420,21,5,1472,407,1711,370,-239,37
1994,1421,23,1,1331,85,1686,72,-355,13
1994,1422,12,15,804,1179,923,979,-119,200
1994,1423,10,18,697,1417,803,1246,-106,171
1994,1424,13,14,962,1126,1096,981,-134,145
1994,1425,11,16,690,1265,864,1090,-174,175
1994,1426,20,5,1455,403,1822,376,-367,27
1994,1427,15,10,1112,827,1248,747,-136,80
1994,1428,14,12,1013,900,1115,768,-102,132
1994,1429,13,12,829,858,952,793,-123,65
1994,1431,12,14,849,987,958,896,-109,91
1994,1433,13,14,880,1223,1019,1051,-139,172
1994,1434,8,19,540,1496,628,1269,-88,227
1994,1435,11,16,770,1352,904,1093,-134,259
1994,1436,15,10,1095,869,1320,784,-225,85
1994,1437,12,15,819,1157,945,1037,-126,120
1994,1438,12,17,712,1161,903,1010,-191,151
1994,1439,10,18,632,1396,747,1103,-115,293
1994,1440,23,3,1445,245,1780,216,-335,29
1994,1441,16,10,1133,766,1307,678,-174,88
1994,1442,20,6,1317,441,1633,394,-316,47
1994,1443,10,19,717,1480,788,1203,-71,277
1994,1444,14,14,861,1093,1077,925,-216,168
1994,1447,12,16,837,1275,956,1095,-119,180
1994,1448,10,20,675,1484,755,1210,-80,274
1994,1449,22,5,1367,304,1621,272,-254,32
1994,1450,10,18,694,1437,801,1159,-107,278
1994,1451,10,16,737,1414,856,1226,-119,188
1994,1452,11,16,759,1337,859,1119,-100,218
1994,1453,6,26,339,1799,373,1367,-34,432
1994,1454,17,10,1124,732,1377,616,-253,116
1994,1455,18,8,1060,605,1343,552,-283,53
1994,1456,23,4,1643,330,1951,295,-308,35
1994,1457,22,3,1505,261,1930,248,-425,13
1994,1458,10,17,642,1430,783,1135,-141,295
1994,1460,17,11,1153,851,1405,753,-252,98
1994,1461,14,13,884,983,1019,847,-135,136
1994,1462,7,19,519,1537,587,1237,-68,300
1994,1463,16,9,970,625,1197,535,-227,90
1994,1464,21,5,1377,378,1673,327,-296,51
1995,1102,19,5,1187,382,1466,319,-279,63
1995,1103,18,7,1025,472,1304,407,-279,65
1995,1104,9,22,587,1678,677,1287,-90,391
1995,1106,14,8,1082,711,1344,616,-262,95
1995,1108,19,4,1479,353,1714,321,-235,32
1995,1110,19,9,1324,764,1585,694,-261,70
1995,1111,20,7,1361,575,1632,514,-271,61
1995,1112,7,22,507,1955,539,1652,-32,303
1995,1113,8,22,593,1774,672,1442,-79,332
1995,1114,12,16,797,1284,918,1059,-121,225
1995,1116,6,26,466,2336,550,2020,-84,316
1995,1117,20,6,1246,436,1537,391,-291,45
1995,1119,16,11,1114,849,1372,772,-258,77
1995,1120,12,14,858,1135,972,955,-114,180
1995,1122,16,11,1145,861,1311,766,-166,95
1995,1123,10,17,721,1338,830,1137,-109,201
1995,1124,19,8,1452,741,1703,645,-251,96
1995,1126,15,10,1008,864,1293,768,-285,96
1995,1129,10,17,645,1291,740,1065,-95,226
1995,1130,19,9,1269,754,1495,662,-226,92
1995,1131,16,15,951,1080,1149,912,-198,168
1995,1132,11,14,618,1118,757,932,-139,186
1995,1133,9,19,573,1420,644,1192,-71,228
1995,1135,13,13,804,960,1006,834,-202,126
1995,1137,14,13,874,1012,1053,788,-179,224
1995,1138,10,18,727,1443,781,1276,-54,167
1995,1139,12,14,836,1072,962,912,-126,160
1995,1140,9,22,638,1697,710,1429,-72,268
1995,1141,23,1,1445,57,1806,56,-361,1
1995,1142,26,,1441,,2214,,-773,
1995,1143,14,13,1074,1084,1210,892,-136,192
1995,1144,18,6,1074,406,1422,345,-348,61
1995,1145,12,18,738,1354,864,1181,-126,173
1995,1147,17,9,1298,781,1518,716,-220,65
1995,1148,18,8,1183,640,1490,562,-307,78
1995,1149,10,19,700,1449,838,1252,-138,197
1995,1150,8,19,516,1503,607,1250,-91,253
1995,1151,10,17,741,1279,819,1085,-78,194
1995,1152,20,6,1432,548,1886,496,-454,52
1995,1153,11,21,759,1838,835,1443,-76,395
1995,1154,16,8,977,594,1214,537,-237,57
1995,1155,12,15,652,1088,832,855,-180,233
1995,1156,17,8,1185,623,1415,545,-230,78
1995,1157,20,4,1337,352,1607,329,-270,23
1995,1158,5,21,311,1548,338,1300,-27,248
1995,1159,12,17,782,1449,1009,1222,-227,227
1995,1160,12,15,893,1252,1076,1025,-183,227
1995,1161,14,14,917,1151,1106,978,-189,173
1995,1162,22,3,1295,219,1669,203,-374,16
1995,1163,4,25,280,2166,350,1752,-70,414
1995,1164,9,19,576,1470,675,1174,-99,296
1995,1165,17,8,1088,636,1420,583,-332,53
1995,1166,19,7,1127,461,1424,421,-297,40
1995,1168,20,7,1395,519,1683,476,-288,43
1995,1169,19,7,1269,592,1638,476,-369,116
1995,1170,21,6,1340,436,1760,379,-420,57
1995,1171,13,12,814,882,976,772,-162,110
1995,1172,13,11,883,855,1015,746,-132,109
1995,1173,20,7,1256,555,1617,487,-361,68
1995,1174,15,10,1070,784,1193,675,-123,109
1995,1175,21,6,1356,509,1624,455,-268,54
1995,1177,10,17,734,1397,819,1079,-85,318
1995,1178,15,11,964,833,1110,729,-146,104
1995,1179,15,12,991,976,1215,866,-224,110
1995,1180,7,22,484,1729,524,1384,-40,345
1995,1181,18,13,1321,1089,1458,826,-137,263
1995,1182,18,10,1186,722,1429,620,-243,102
1995,1183,13,13,920,977,1047,836,-127,141
1995,1184,19,9,1283,726,1493,648,-210,78
1995,1185,9,18,619,1385,747,1167,-128,218
1995,1186,19,4,1212,306,1483,231,-271,75
1995,1187,11,17,725,1318,834,1124,-109,194
1995,1190,14,11,998,930,1169,808,-171,122
1995,1191,9,18,596,1492,649,1070,-53,422
1995,1192,12,16,833,1225,1002,1080,-169,145
1995,1193,15,13,911,1010,1051,869,-140,141
1995,1194,18,7,1047,512,1414,454,-367,58
1995,1196,12,17,836,1281,946,1047,-110,234
1995,1197,22,2,1522,161,1927,140,-405,21
1995,1198,18,11,1169,791,1419,661,-250,130
1995,1199,15,12,1020,1007,1180,833,-160,174
1995,1200,17,9,1004,691,1227,554,-223,137
1995,1201,15,12,996,916,1186,760,-190,156
1995,1202,17,7,1071,532,1224,464,-153,68
1995,1203,13,18,904,1432,1048,1277,-144,155
1995,1204,20,4,1288,276,1597,239,-309,37
1995,1206,20,6,1742,617,2072,577,-330,40
1995,1207,9,19,658,1457,742,1217,-84,240
1995,1208,9,18,623,1491,703,1172,-80,319
1995,1209,17,10,1148,811,1444,666,-296,145
1995,1210,12,18,837,1563,936,1288,-99,275
1995,1211,8,19,563,1510,613,1190,-50,320
1995,1212,17,7,1246,627,1501,584,-255,43
1995,1216,16,11,1044,849,1216,761,-172,88
1995,1217,20,5,1292,368,1492,303,-200,65
1995,1218,13,16,838,1195,982,1016,-144,179
1995,1220,18,9,1224,682,1447,565,-223,117
1995,1221,12,15,829,1262,962,1082,-133,180
1995,1222,19,8,1391,663,1654,624,-263,39
1995,1224,18,9,1196,711,1469,638,-273,73
1995,1225,15,9,915,689,1115,619,-200,70
1995,1226,10,14,703,1161,823,936,-120,225
1995,1227,9,17,734,1435,816,1227,-82,208
1995,1228,11,18,681,1433,800,1180,-119,253
1995,1229,12,18,797,1461,931,1308,-134,153
1995,1231,11,18,694,1499,801,1213,-107,286
1995,1232,19,6,1278,496,1505,411,-227,85
1995,1233,17,10,1211,824,1384,696,-173,128
1995,1234,11,18,841,1629,927,1260,-86,369
1995,1235,10,19,659,1548,749,1226,-90,322
1995,1238,18,10,1316,835,1543,701,-227,134
1995,1239,9,17,616,1362,685,1229,-69,133
1995,1241,13,16,985,1283,1063,1110,-78,173
1995,1242,5,22,340,1925,384,1527,-44,398
1995,1243,15,10,914,774,1169,657,-255,117
1995,1245,19,8,1165,592,1441,527,-276,65
1995,1246,4,25,330,2210,340,1664,-10,546
1995,1247,14,13,965,1029,1128,874,-163,155
1995,1248,25,1,1668,78,2213,75,-545,3
1995,1249,16,9,1012,623,1241,579,-229,44
1995,1250,16,10,1097,844,1323,729,-226,115
1995,1251,16,10,1008,702,1177,624,-169,78
1995,1253,9,19,619,1378,726,1224,-107,154
1995,1254,17,10,1318,830,1639,763,-321,67
1995,1256,13,13,789,870,888,766,-99,104
1995,1257,13,19,912,1553,1017,1302,-105,251
1995,1258,15,12,1000,964,1154,853,-154,111
1995,1259,18,9,1172,680,1446,610,-274,70
1995,1260,22,4,1424,292,1714,271,-290,21
1995,1261,15,12,1074,1077,1310,881,-236,196
1995,1263,16,11,1080,769,1299,689,-219,80
1995,1264,4,25,272,1930,299,1499,-27,431
1995,1265,11,17,741,1394,866,1161,-125,233
1995,1266,11,17,660,1333,761,1058,-101,275
1995,1267,9,17,655,1510,800,1228,-145,282
1995,1268,7,23,558,2035,634,1574,-76,461
1995,1269,4,26,291,2185,311,1701,-20,484
1995,1270,16,11,1204,891,1408,775,-204,116
1995,1271,14,10,844,779,1031,676,-187,103
1995,1272,9,22,621,1837,712,1472,-91,365
1995,1273,14,13,989,1096,1147,969,-158,127
1995,1274,12,15,712,1063,891,935,-179,128
1995,1275,6,21,399,1502,462,1174,-63,328
1995,1276,13,17,833,1279,960,1119,-127,160
1995,1277,5,22,377,1749,408,1439,-31,310
1995,1278,11,19,735,1564,822,1238,-87,326
1995,1279,19,8,1201,677,1430,542,-229,135
1995,1280,7,20,472,1509,513,1207,-41,302
1995,1281,8,19,589,1505,690,1303,-101,202
1995,1282,19,7,1270,549,1478,471,-208,78
1995,1283,11,16,662,1165,742,965,-80,200
1995,1284,14,13,928,982,1029,815,-101,167
1995,1285,8,17,557,1338,613,1144,-56,194
1995,1286,8,17,579,1464,628,1144,-49,320
1995,1287,12,13,775,1059,958,886,-183,173
1995,1288,22,5,1454,393,1901,342,-447,51
1995,1290,10,14,723,1196,845,1060,-122,136
1995,1291,12,16,835,1332,1009,1118,-174,214
1995,1292,15,8,1020,612,1201,590,-181,22
1995,1293,8,18,550,1643,615,1388,-65,255
1995,1296,10,18,615,1445,722,1188,-107,257
1995,1298,9,19,619,1478,703,1195,-84,283
1995,1299,13,13,821,920,1007,826,-186,94
1995,1301,15,12,1009,1048,1186,753,-177,295
1995,1302,22,3,1400,214,1715,193,-315,21
1995,1304,13,17,895,1485,1077,1164,-182,321
1995,1305,11,18,767,1468,883,1274,-116,194
1995,1306,9,19,624,1632,760,1449,-136,183
1995,1307,15,14,1054,1095,1173,942,-119,153
1995,1308,9,22,661,1987,737,1696,-76,291
1995,1309,11,19,694,1430,812,1213,-118,217
1995,1310,25,4,1625,342,2024,300,-399,42
1995,1311,5,22,378,2016,446,1686,-68,330
1995,1314,5,24,364,2138,400,1795,-36,343
1995,1317,13,11,905,862,1023,759,-118,103
1995,1318,11,18,729,1376,885,1165,-156,211
1995,1319,17,5,1062,373,1288,350,-226,23
1995,1320,20,7,1320,519,1594,466,-274,53
1995,1321,22,5,1390,376,1935,337,-545,39
1995,1322,14,11,939,868,1161,770,-222,98
1995,1323,12,15,749,1150,920,962,-171,188
1995,1325,9,22,648,1769,742,1433,-94,336
1995,1326,22,6,1421,524,1716,458,-295,66
1995,1328,8,23,584,1963,655,1623,-71,340
1995,1329,9,21,619,1698,692,1268,-73,430
1995,1330,11,20,788,1619,908,1400,-120,219
1995,1331,17,7,1088,540,1382,450,-294,90
1995,1332,8,17,626,1496,706,1295,-80,201
1995,1333,18,9,1300,740,1511,648,-211,92
1995,1334,13,14,852,1118,945,999,-93,119
1995,1335,5,22,350,1846,403,1395,-53,451
1995,1336,10,17,604,1339,700,1035,-96,304
1995,1337,19,7,1217,500,1475,410,-258,90
1995,1338,18,10,1262,753,1423,678,-161,75
1995,1339,8,19,577,1460,657,1252,-80,208
1995,1341,21,3,1501,251,2091,239,-590,12
1995,1343,10,15,527,1045,649,810,-122,235
1995,1344,12,15,819,1161,935,1005,-116,156
1995,1345,6,24,426,1896,465,1611,-39,285
1995,1347,12,12,760,885,939,803,-179,82
1995,1348,20,7,1330,565,1555,477,-225,88
1995,1349,13,14,895,1083,1049,934,-154,149
1995,1350,20,8,1284,606,1494,561,-210,45
1995,1351,11,17,733,1377,802,1126,-69,251
1995,1352,23,4,1523,334,1883,303,-360,31
1995,1353,15,13,981,1062,1116,889,-135,173
1995,1354,12,13,748,982,933,862,-185,120
1995,1356,8,22,583,1709,638,1505,-55,204
1995,1358,19,5,1257,377,1485,355,-228,22
1995,1359,11,14,740,1108,866,951,-126,157
1995,1360,16,10,1016,843,1204,715,-188,128
1995,1361,17,8,1023,528,1236,455,-213,73
1995,1362,18,10,1214,931,1524,827,-310,104
1995,1363,23,3,1421,263,1752,238,-331,25
1995,1364,14,13,929,1014,1062,847,-133,167
1995,1365,6,20,400,1592,473,1297,-73,295
1995,1368,16,10,1194,906,1398,792,-204,114
1995,1369,14,11,927,865,1115,778,-188,87
1995,1371,13,16,955,1380,1084,1107,-129,273
1995,1372,14,12,1219,1027,1354,905,-135,122
1995,1373,19,8,1204,704,1375,624,-171,80
1995,1374,20,7,1351,544,1706,498,-355,46
1995,1375,18,9,1390,894,1700,776,-310,118
1995,1376,17,10,1067,740,1335,629,-268,111
1995,1378,11,16,732,1242,821,1023,-89,219
1995,1379,12,16,828,1238,938,1054,-110,184
1995,1380,13,9,1051,907,1152,770,-101,137
1995,1381,11,13,769,1129,865,836,-96,293
1995,1382,12,16,813,1202,889,984,-76,218
1995,1383,18,9,1289,754,1570,673,-281,81
1995,1384,16,12,1051,955,1221,842,-170,113
1995,1385,13,14,997,1154,1109,992,-112,162
1995,1386,11,17,686,1306,794,1118,-108,188
1995,1387,7,22,476,1751,530,1285,-54,466
1995,1388,10,18,643,1353,754,1117,-111,236
1995,1389,10,19,630,1367,747,1198,-117,169
1995,1390,8,19,591,1575,673,1304,-82,271
1995,1391,12,14,808,1162,915,994,-107,168
1995,1393,9,18,706,1481,756,1204,-50,277
1995,1395,11,15,927,1483,1033,1324,-106,159
1995,1396,10,19,555,1255,651,1064,-96,191
1995,1397,16,11,854,771,1065,645,-211,126
1995,1398,10,16,716,1275,798,1141,-82,134
1995,1399,14,10,962,797,1181,709,-219,88
1995,1400,6,22,521,2108,590,1680,-69,428
1995,1401,16,13,1104,1044,1334,912,-230,132
1995,1402,14,10,908,632,1121,587,-213,45
1995,1403,9,18,714,1656,785,1292,-71,364
1995,1404,20,6,1284,445,1654,401,-370,44
1995,1405,11,14,698,1096,803,929,-105,167
1995,1406,15,12,1067,943,1276,858,-209,85
1995,1407,15,10,1263,966,1469,842,-206,124
1995,1408,9,22,603,1807,716,1493,-113,314
1995,1409,7,22,477,1734,555,1402,-78,332
1995,1410,14,12,873,794,1009,672,-136,122
1995,1411,6,20,423,1713,465,1434,-42,279
1995,1412,15,14,934,1105,1132,893,-198,212
1995,1414,16,13,1201,1028,1410,913,-209,115
1995,1416,16,10,1117,844,1287,750,-170,94
1995,1417,2,25,165,2206,182,1824,-17,382
1995,1418,22,5,1478,322,1690,289,-212,33
1995,1419,18,14,1227,1179,1478,997,-251,182
1995,1420,14,12,896,821,1046,748,-150,73
1995,1421,16,8,975,618,1158,533,-183,85
1995,1422,6,23,391,1815,439,1430,-48,385
1995,1423,11,16,650,1184,782,983,-132,201
1995,1424,16,12,1183,964,1355,844,-172,120
1995,1425,21,7,1546,594,1764,502,-218,92
1995,1426,17,9,1182,721,1446,619,-264,102
1995,1427,13,13,920,1109,1091,975,-171,134
1995,1428,5,25,321,2006,355,1604,-34,402
1995,1429,7,19,501,1514,555,1229,-54,285
1995,1431,9,16,633,1251,722,1089,-89,162
1995,1433,14,14,887,1075,1066,890,-179,185
1995,1434,8,18,556,1445,637,1177,-81,268
1995,1435,15,13,994,1050,1127,845,-133,205
1995,1436,13,13,892,1054,1023,926,-131,128
1995,1437,7,24,431,2001,506,1658,-75,343
1995,1438,8,22,547,1802,592,1428,-45,374
1995,1439,10,20,669,1618,736,1301,-67,317
1995,1440,17,7,1309,572,1643,513,-334,59
1995,1441,14,10,975,793,1199,705,-224,88
1995,1442,8,18,523,1473,613,1247,-90,226
1995,1443,3,25,228,2000,261,1661,-33,339
1995,1444,13,14,848,995,993,853,-145,142
1995,1447,17,10,1166,814,1434,747,-268,67
1995,1448,5,24,320,1748,355,1479,-35,269
1995,1449,18,9,1166,639,1356,552,-190,87
1995,1450,11,14,864,1192,971,966,-107,226
1995,1451,8,17,568,1360,643,1157,-75,203
1995,1452,13,12,909,969,1061,867,-152,102
1995,1453,7,22,437,1466,525,1193,-88,273
1995,1454,23,3,1507,238,1885,206,-378,32
1995,1455,14,12,869,782,1015,697,-146,85
1995,1456,19,8,1216,679,1441,589,-225,90
1995,1457,20,6,1381,484,1701,439,-320,45
1995,1458,14,13,974,996,1125,809,-151,187
1995,1460,17,12,1128,949,1343,825,-215,124
1995,1461,15,11,927,756,1024,659,-97,97
1995,1462,4,22,278,1903,324,1546,-46,357
1995,1463,17,8,1038,558,1253,496,-215,62
1995,1464,10,16,671,1135,773,983,-102,152
1996,1102,22,2,1399,167,1670,152,-271,15
